horizon,source,target,weighted_selection_frequency,weighted_sign_stability,weighted_mean_strength,latest_strength,strength_retention,n_contributions,weighted_mean_loss_improvement,contribution_hit_rate,contribution_t_stat,survival_score
10,us2y,sp500,0.0,,0.0,0.0,0.0,0,,,,0.0
10,us2y,vix,0.0,,0.0,0.0,0.0,0,,,,0.0
10,us2y,us10y,0.0,,0.0007990184511768466,0.0,0.0,0,,,,0.0
10,us2y,brent,0.0,,0.0005853559373485867,0.0,0.0,0,,,,0.0
10,us2y,henry_hub,0.0,,0.0,0.0,0.0,0,,,,0.0
10,us10y,cnyusd,0.0,,0.023499511714404918,0.0219362675044839,0.9334775875805638,0,,,,0.0
10,us10y,krwusd,0.0,,0.005185510858470074,0.0,0.0,0,,,,0.0
10,us10y,us2y,0.0,,0.0020915829004570993,0.007118159172559111,3.4032402784529805,0,,,,0.0
10,us10y,wti,0.0,,0.00019236259791388072,0.0,0.0,0,,,,0.0
10,us10y,brent,0.0,,0.0007462183238348491,0.0,0.0,0,,,,0.0
10,us10y,henry_hub,0.0,,6.954598857559929e-07,0.0,0.0,0,,,,0.0
10,wti,audusd,0.0,,0.0,0.0,0.0,0,,,,0.0
10,wti,brlusd,0.0,,0.0004118057535749611,0.0,0.0,0,,,,0.0
10,wti,cnyusd,0.0,,0.0006226552830462669,0.0,0.0,0,,,,0.0
10,wti,krwusd,0.0,,0.0,0.0,0.0,0,,,,0.0
10,wti,eurusd,0.0,,5.425689223186663e-05,0.0,0.0,0,,,,0.0
10,wti,sp500,0.0,,0.0007866284753862267,0.0,0.0,0,,,,0.0
10,wti,vix,0.0,,0.005857705039329509,0.0,0.0,0,,,,0.0
10,wti,us2y,0.0,,0.0,0.0,0.0,0,,,,0.0
10,wti,us10y,0.0,,0.0,0.0,0.0,0,,,,0.0
10,wti,henry_hub,0.0,,0.0,0.0,0.0,0,,,,0.0
10,brent,audusd,0.0,,4.135251443421682e-05,0.0,0.0,0,,,,0.0
10,brent,brlusd,0.0,,0.00022632362446753452,0.0,0.0,0,,,,0.0
10,brent,cnyusd,0.0,,0.004812677770671842,0.0,0.0,0,,,,0.0
10,brent,krwusd,0.0,,0.008747161920817337,0.0,0.0,0,,,,0.0
10,brent,eurusd,0.0,,0.0,0.0,0.0,0,,,,0.0
10,brent,sp500,0.0,,0.018266178978258288,0.009778167712131303,0.5353154441205233,0,,,,0.0
10,brent,us2y,0.0,,0.0,0.0,0.0,0,,,,0.0
10,brent,us10y,0.0,,0.0002490850608854957,0.0,0.0,0,,,,0.0
10,brent,wti,0.0,,0.0,0.0,0.0,0,,,,0.0
10,brent,henry_hub,0.0,,0.0,0.0,0.0,0,,,,0.0
10,henry_hub,brlusd,0.0,,0.0002559862105502041,0.0,0.0,0,,,,0.0
10,henry_hub,cnyusd,0.0,,0.0003274797268100179,0.0,0.0,0,,,,0.0
10,henry_hub,krwusd,0.0,,0.0,0.0,0.0,0,,,,0.0
10,henry_hub,eurusd,0.0,,0.0001353655728031941,0.0,0.0,0,,,,0.0
10,henry_hub,sp500,0.0,,0.001537763423920243,0.0,0.0,0,,,,0.0
10,henry_hub,vix,0.0,,0.008825881569131954,0.0004252548116151912,0.04818270087630645,0,,,,0.0
10,henry_hub,us2y,0.0,,0.0,0.0,0.0,0,,,,0.0
10,henry_hub,us10y,0.0,,0.0,0.0,0.0,0,,,,0.0
10,henry_hub,wti,0.0,,0.0013360021078232252,0.0012675873778676162,0.9487914505860485,0,,,,0.0
10,henry_hub,brent,0.0,,8.165817834426278e-07,0.0,0.0,0,,,,0.0
10,pw_bab_el_mandeb_strait_capacity_z,brlusd,0.0,,0.00025080800840703645,0.0,0.0,0,,,,0.0
10,pw_bab_el_mandeb_strait_capacity_z,us10y,0.0,,0.0004964757008050482,0.0,0.0,0,,,,0.0
10,pw_bab_el_mandeb_strait_capacity_z,wti,0.0,,0.027997015219572163,0.019997160675077584,0.7142604494888427,0,,,,0.0
10,pw_bab_el_mandeb_strait_n_total_z,audusd,0.0,,0.028865501858591113,0.02627739617617085,0.9103391413355948,0,,,,0.0
10,pw_bab_el_mandeb_strait_n_total_z,cnyusd,0.0,,0.0004026129792351745,0.0,0.0,0,,,,0.0
10,pw_bab_el_mandeb_strait_n_total_z,krwusd,0.0,,0.006928551208440654,0.0,0.0,0,,,,0.0
10,pw_bab_el_mandeb_strait_n_total_z,sp500,0.0,,0.00024312919716598866,0.0,0.0,0,,,,0.0
10,pw_bab_el_mandeb_strait_n_total_z,vix,0.0,,0.0,0.0,0.0,0,,,,0.0
10,pw_bab_el_mandeb_strait_n_total_z,us2y,0.0,,0.00011591706219449013,0.0,0.0,0,,,,0.0
10,pw_bab_el_mandeb_strait_n_total_z,wti,0.0,,0.001581637149198738,0.0,0.0,0,,,,0.0
10,pw_cape_of_good_hope_capacity_z,audusd,0.0,,0.0,0.0,0.0,0,,,,0.0
10,pw_cape_of_good_hope_capacity_z,krwusd,0.0,,0.005641131546514279,0.0,0.0,0,,,,0.0
10,pw_cape_of_good_hope_capacity_z,sp500,0.0,,0.003741566129567119,0.0,0.0,0,,,,0.0
10,pw_cape_of_good_hope_capacity_z,vix,0.0,,0.000509126580616918,0.0,0.0,0,,,,0.0
10,pw_cape_of_good_hope_capacity_z,us2y,0.0,,0.016522600558543377,0.0,0.0,0,,,,0.0
10,pw_cape_of_good_hope_n_total_z,cnyusd,0.0,,3.493112439929342e-05,0.0,0.0,0,,,,0.0
10,pw_cape_of_good_hope_n_total_z,krwusd,0.0,,0.017250141069076907,0.020782170118324717,1.2047536327444548,0,,,,0.0
10,pw_cape_of_good_hope_n_total_z,us10y,0.0,,0.0011786476466964255,0.0,0.0,0,,,,0.0
10,pw_cape_of_good_hope_n_total_z,wti,0.0,,0.001581289593846971,0.0,0.0,0,,,,0.0
